Avg_Pl1,Avg_Pl0,B365_Pl1,B365_Pl0,Date,Pl1_Rank,Player 1,Max_Pl1,Max_Pl0,PS_Pl1,PS_Pl0,Pl0_Rank,Player 0,Won,Indoor,Outdoor,Carpet,Clay,Grass,Greenset,Hard,Grand Slam,International,Premier,Tour Championships,1st Round,2nd Round,3rd Round,4th Round,Quarterfinals,Round Robin,Semifinals,The Final,Third Place
1.16,4.94,1.12,5.5,2010-08-30,36,Szavay A.,1.2,6.04,1.17,6.04,91,Zahlavova S.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.65,1.46,2.75,1.4,2010-08-30,120,Ondraskova Z.,2.9,1.53,2.74,1.53,85,Bammer S.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.23,4.01,1.2,4.33,2010-08-30,34,Pironkova T.,1.29,4.74,1.24,4.74,97,Voracova R.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8.57,1.06,9.0,1.05,2010-08-30,101,Gallovits E.,13.08,1.08,12.0,1.06,14,Bartoli M.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.67,2.17,1.66,2.1,2010-08-30,6,Stosur S.,1.77,2.63,1.77,2.2,64,Vesnina E.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.57,2.35,1.53,2.37,2010-08-30,35,Zakopalova K.,1.65,2.5,1.65,2.43,157,Razzano V.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.05,9.52,1.04,10.0,2010-08-30,11,Azarenka V.,1.07,13.4,1.06,13.4,93,Niculescu M.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.59,2.3,1.53,2.37,2010-08-30,100,Pervak K.,1.7,2.4,1.7,2.31,179,Marino R.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.03,1.75,2.1,1.66,2010-08-30,105,Parmentier P.,2.15,2.06,1.87,2.06,89,Brianti A.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.12,1.69,2.2,1.61,2010-08-30,42,Bacsinszky T.,2.38,1.91,2.07,1.86,23,Zheng J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.59,2.29,1.53,2.37,2010-08-30,74,King V.,1.72,2.5,1.72,2.28,112,Mchale C.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.09,1.36,3.4,1.3,2010-08-30,52,Makarova E.,3.75,1.45,3.71,1.33,40,Ivanovic A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.04,9.72,1.03,11.0,2010-08-31,4,Williams V.,1.07,13.6,1.07,11.25,65,Vinci R.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
10.63,1.04,12.0,1.02,2010-08-31,387,Falconi I.,13.5,1.07,11.5,1.07,21,Pennetta F.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.4,2.83,1.36,3.0,2010-08-31,150,Lucic M.,1.46,3.03,1.46,3.01,90,Molik A.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.95,1.37,3.0,1.36,2010-08-31,158,Hampton J.,3.25,1.43,3.18,1.42,24,Martinez-Sanchez M.J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.06,8.38,1.05,9.0,2010-08-31,13,Kuznetsova S.,1.1,11.5,1.08,10.5,51,Date Krumm K.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.84,1.9,1.83,1.83,2010-08-31,81,Cirstea S.,2.03,2.05,2.03,1.9,55,Arvidsson S.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.33,3.16,1.33,3.25,2010-08-31,20,Rezai A.,1.4,3.4,1.4,3.28,73,Rybarikova M.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.66,1.45,3.0,1.36,2010-08-31,75,Kulikova R.,3.1,1.57,3.1,1.43,56,Sevastova A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.41,2.81,1.4,2.75,2010-08-31,53,Schnyder P.,1.5,3.05,1.45,3.01,70,Flipkens K.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.27,1.31,3.5,1.28,2010-08-31,123,Coin J.,3.63,1.36,3.49,1.36,27,Dulgheru A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.18,4.56,1.14,5.0,2010-08-31,5,Jankovic J.,1.25,5.8,1.2,5.37,96,Halep S.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.78,1.96,1.72,2.0,2010-08-31,142,Keothavong A.,1.85,2.13,1.83,2.12,77,Chan Y.J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.97,1.23,4.33,1.2,2010-08-31,371,Capra B.,4.33,1.28,4.22,1.28,95,Sprem K.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
10.03,1.04,10.0,1.04,2010-08-31,58,Parra Santonja A.,17.2,1.07,13.9,1.05,10,Radwanska A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.98,1.78,2.0,1.72,2010-08-31,99,Meusburger Y.,2.2,1.95,1.97,1.95,109,Craybas J.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.84,1.25,4.0,1.22,2010-08-31,344,Rogers S.,4.5,1.31,3.94,1.31,61,Peng S.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.2,4.25,1.16,4.5,2010-08-31,18,Wickmayer Y.,1.24,4.9,1.24,4.7,103,Kudryavtseva A.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4.42,1.19,5.0,1.14,2010-08-31,79,Oprandi R.,5.4,1.23,5.13,1.21,44,Goerges J.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4.58,1.18,5.0,1.14,2010-08-31,59,Bondarenko K.,5.88,1.22,5.88,1.18,9,Li N.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.32,3.22,1.33,3.25,2010-08-31,28,Safarova L.,1.38,3.5,1.38,3.36,196,Paszek T.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.61,2.24,1.5,2.5,2010-08-31,68,Benesova I.,1.72,2.5,1.61,2.5,125,Llagostera Vives N.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.28,1.31,3.4,1.3,2010-08-31,107,Voegele S.,3.75,1.37,3.71,1.33,45,Cibulkova D.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.2,4.34,1.16,4.5,2010-08-31,25,Kirilenko M.,1.25,5.21,1.21,5.21,39,Zahlavova Strycova B.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.12,5.7,1.1,6.5,2010-08-31,67,Chakvetadze A.,1.17,7.0,1.15,6.65,339,Radwanska U.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4.21,1.21,4.33,1.2,2010-08-31,148,Dominguez Lino L.,5.0,1.26,4.55,1.25,31,Shvedova Y.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6.95,1.09,7.5,1.07,2010-08-31,60,Groth J.,9.35,1.13,9.35,1.1,17,Sharapova M.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.8,1.94,1.72,2.0,2010-08-31,84,Chang K.C.,1.91,2.1,1.88,2.04,63,Suarez Navarro C.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.57,1.49,2.75,1.4,2010-08-31,92,Scheepers C.,2.88,1.57,2.88,1.49,78,Amanmuradova A.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.25,3.74,1.22,4.0,2010-08-31,32,Kanepi K.,1.3,4.42,1.26,4.42,80,Cornet A.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.6,1.28,3.75,1.25,2010-08-31,48,Medina Garrigues A.,4.35,1.33,4.35,1.27,76,Mattek-Sands B.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.03,12.81,1.01,13.0,2010-08-31,8,Zvonareva V.,1.04,21.0,1.03,19.0,119,Kucova Z.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.7,2.09,1.66,2.1,2010-09-01,166,Vandeweghe C.,1.8,2.22,1.76,2.22,94,Lisicki S.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3.78,1.25,4.0,1.22,2010-09-01,38,Petkovic A.,4.3,1.29,4.3,1.27,16,Petrova N.,1.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
16.05,1.01,15.0,1.01,2010-09-01,277,Gullickson C.,31.0,1.02,31.0,1.01,2,Wozniacki C.,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1.13,5.49,1.12,5.5,2010-09-01,22,Pavlyuchenkova A.,1.17,7.0,1.15,6.61,159,Mirza S.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.15,5.06,1.12,5.5,2010-09-01,11,Azarenka V.,1.19,6.0,1.19,5.53,41,Dulko G.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.42,2.78,1.4,2.75,2010-09-01,40,Ivanovic A.,1.45,3.5,1.43,3.13,23,Zheng J.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.17,4.75,1.16,4.5,2010-09-01,14,Bartoli M.,1.2,6.0,1.2,5.37,157,Razzano V.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.23,3.93,1.22,4.0,2010-09-01,26,Hantuchova D.,1.29,4.5,1.29,4.14,74,King V.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.3,3.42,1.33,3.25,2010-09-01,34,Pironkova T.,1.4,4.15,1.4,3.25,185,Minella M.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.08,7.33,1.08,7.0,2010-09-01,12,Dementieva E.,1.1,10.15,1.09,10.15,85,Bammer S.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5.27,1.14,5.0,1.14,2010-09-01,130,Camerin M.E.,6.35,1.2,6.16,1.17,7,Schiavone F.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.02,13.61,1.02,12.0,2010-09-01,4,Williams V.,1.04,25.3,1.03,21.0,179,Marino R.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.49,2.54,1.5,2.5,2010-09-01,30,Kleybanova A.,1.57,2.75,1.56,2.64,37,Errani S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.69,2.1,1.66,2.1,2010-09-01,33,Bondarenko A.,1.8,2.25,1.78,2.18,43,Oudin M.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3.51,1.28,3.75,1.25,2010-09-01,36,Szavay A.,4.01,1.33,4.01,1.3,21,Pennetta F.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.57,2.34,1.53,2.37,2010-09-01,29,Kvitova P.,1.68,2.5,1.68,2.36,57,Baltacha E.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3.79,1.25,3.75,1.25,2010-09-01,62,Rodionova An.,4.33,1.29,4.33,1.27,6,Stosur S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.02,15.69,1.01,15.0,2010-09-01,3,Clijsters K.,1.03,34.0,1.03,21.0,201,Peers S.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5.93,1.11,6.5,1.1,2010-09-01,105,Parmentier P.,7.13,1.15,7.13,1.14,19,Peer S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.74,2.03,1.66,2.1,2010-09-02,53,Schnyder P.,1.85,2.19,1.85,2.09,24,Martinez-Sanchez M.J.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.98,1.37,3.25,1.33,2010-09-02,44,Goerges J.,3.3,1.4,3.3,1.4,18,Wickmayer Y.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.16,1.66,2.2,1.61,2010-09-02,77,Chan Y.J.,2.25,1.78,2.19,1.78,196,Paszek T.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.08,7.21,1.07,7.5,2010-09-02,20,Rezai A.,1.12,9.1,1.11,8.36,371,Capra B.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.96,1.78,2.0,1.72,2010-09-02,45,Cibulkova D.,2.21,1.87,2.1,1.84,59,Bondarenko K.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4.45,1.19,4.5,1.16,2010-09-02,94,Lisicki S.,5.1,1.24,4.72,1.24,8,Zvonareva V.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2.15,1.67,2.25,1.57,2010-09-02,148,Dominguez Lino L.,2.4,1.79,2.4,1.66,339,Radwanska U.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
13.37,1.02,12.0,1.02,2010-09-02,84,Chang K.C.,24.0,1.04,19.0,1.03,2,Wozniacki C.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.17,4.72,1.14,5.0,2010-09-02,13,Kuznetsova S.,1.22,5.3,1.21,5.21,56,Sevastova A.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4.42,1.2,4.5,1.16,2010-09-02,150,Lucic M.,5.37,1.24,5.37,1.2,5,Jankovic J.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.1,6.38,1.07,7.5,2010-09-02,25,Kirilenko M.,1.14,8.4,1.12,7.65,99,Meusburger Y.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.77,1.98,1.72,2.0,2010-09-02,55,Arvidsson S.,1.85,2.2,1.78,2.18,27,Dulgheru A.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.38,2.9,1.36,3.0,2010-09-02,32,Kanepi K.,1.45,3.36,1.38,3.36,78,Amanmuradova A.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.9,1.84,1.83,1.83,2010-09-02,76,Mattek-Sands B.,2.16,2.0,2.16,1.79,38,Petkovic A.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.05,9.65,1.04,10.0,2010-09-02,17,Sharapova M.,1.07,14.63,1.05,14.8,68,Benesova I.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.09,7.0,1.06,8.0,2010-09-03,10,Radwanska A.,1.11,8.8,1.11,8.64,61,Peng S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.32,3.28,1.33,3.25,2010-09-03,12,Dementieva E.,1.37,3.64,1.36,3.49,26,Hantuchova D.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3.34,1.31,3.4,1.3,2010-09-03,37,Errani S.,3.82,1.37,3.43,1.37,6,Stosur S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.05,9.23,1.04,10.0,2010-09-03,3,Clijsters K.,1.14,13.0,1.06,13.0,29,Kvitova P.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2.91,1.38,3.0,1.36,2010-09-03,41,Dulko G.,3.25,1.47,2.97,1.47,22,Pavlyuchenkova A.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.47,2.59,1.4,2.75,2010-09-03,7,Schiavone F.,1.53,2.85,1.51,2.79,33,Bondarenko A.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4.26,1.21,4.5,1.16,2010-09-03,157,Razzano V.,4.8,1.26,4.55,1.25,40,Ivanovic A.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3.06,1.36,3.25,1.33,2010-09-03,19,Peer S.,3.35,1.41,3.21,1.41,21,Pennetta F.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
12.14,1.03,11.0,1.03,2010-09-03,185,Minella M.,17.2,1.05,15.2,1.05,4,Williams V.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.92,1.82,2.0,1.72,2010-09-04,32,Kanepi K.,2.07,1.93,2.0,1.93,5,Jankovic J.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
14.31,1.02,12.0,1.02,2010-09-04,77,Chan Y.J.,22.75,1.04,21.0,1.03,2,Wozniacki C.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.04,10.45,1.01,13.0,2010-09-04,17,Sharapova M.,1.07,13.5,1.06,13.0,371,Capra B.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2.76,1.42,2.62,1.44,2010-09-04,61,Peng S.,3.15,1.53,3.05,1.45,38,Petkovic A.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.43,2.73,1.36,3.0,2010-09-04,18,Wickmayer Y.,1.55,3.0,1.49,2.89,53,Schnyder P.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3.35,1.31,3.5,1.28,2010-09-04,148,Dominguez Lino L.,3.8,1.35,3.62,1.34,45,Cibulkova D.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.13,5.52,1.11,6.0,2010-09-04,8,Zvonareva V.,1.17,6.6,1.17,6.19,27,Dulgheru A.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2.84,1.4,2.75,1.4,2010-09-05,25,Kirilenko M.,3.05,1.45,3.04,1.45,13,Kuznetsova S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1.25,3.86,1.22,4.0,2010-09-05,3,Clijsters K.,1.29,4.5,1.27,4.3,40,Ivanovic A.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.72,2.07,1.66,2.1,2010-09-05,22,Pavlyuchenkova A.,1.85,2.2,1.85,2.09,7,Schiavone F.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.18,4.58,1.16,4.5,2010-09-05,4,Williams V.,1.24,5.25,1.23,4.88,19,Peer S.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.6,2.28,1.53,2.37,2010-09-06,12,Dementieva E.,1.69,2.5,1.66,2.39,6,Stosur S.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4.34,1.2,4.33,1.2,2010-09-06,45,Cibulkova D.,5.5,1.25,5.09,1.21,13,Kuznetsova S.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2.17,1.65,2.25,1.57,2010-09-06,18,Wickmayer Y.,2.39,1.8,2.31,1.7,32,Kanepi K.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.84,1.9,1.8,1.9,2010-09-06,2,Wozniacki C.,2.0,2.02,1.95,1.97,17,Sharapova M.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3.88,1.24,4.33,1.2,2010-09-06,38,Petkovic A.,4.42,1.29,4.39,1.26,8,Zvonareva V.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.4,2.86,1.4,2.75,2010-09-07,4,Williams V.,1.45,3.3,1.43,3.14,7,Schiavone F.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4.51,1.2,4.5,1.16,2010-09-08,6,Stosur S.,5.25,1.33,4.9,1.23,3,Clijsters K.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.28,3.61,1.25,3.75,2010-09-08,8,Zvonareva V.,1.32,4.0,1.31,3.94,32,Kanepi K.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8.73,1.06,8.0,1.06,2010-09-08,45,Cibulkova D.,12.0,1.1,11.25,1.07,2,Wozniacki C.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3.81,1.26,4.0,1.25,2010-09-10,8,Zvonareva V.,4.55,1.34,4.55,1.25,2,Wozniacki C.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2.63,1.48,2.75,1.44,2010-09-10,4,Williams V.,2.93,1.6,2.93,1.47,3,Clijsters K.,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.4,2.87,1.4,3.0,2010-09-12,3,Clijsters K.,1.48,3.1,1.46,3.01,8,Zvonareva V.,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3.29,1.3,3.5,1.28,2010-09-13,255,Lu J.J.,4.0,1.4,3.74,1.33,106,Camerin M.E.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.88,1.86,1.9,1.8,2010-09-13,86,Chang K.C.,2.05,2.12,1.83,2.12,112,Nara K.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2.27,1.6,2.25,1.57,2010-09-13,114,Ferguson S.,2.49,1.67,2.49,1.63,101,Zhang S.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.33,3.18,1.3,3.4,2010-09-13,60,Amanmuradova A.,1.4,3.61,1.35,3.61,139,Savchuk O.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.34,3.14,1.33,3.25,2010-09-13,121,Voegele S.,1.41,3.5,1.41,3.22,166,Ivanova E.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.31,3.33,1.33,3.25,2010-09-13,93,Scheepers C.,1.36,4.18,1.28,4.18,249,Xu Y.F.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.85,1.88,1.83,1.83,2010-09-14,91,Jovanovski B.,1.98,2.05,1.98,1.94,103,Kudryavtseva A.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.11,6.27,1.08,7.0,2010-09-14,55,Groth J.,1.14,8.25,1.14,7.18,142,Bratchikova N.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3.64,1.27,3.75,1.25,2010-09-14,131,O'Brien K.,4.12,1.32,3.92,1.31,144,Mirza S.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.88,1.85,1.83,1.83,2010-09-14,84,Brianti A.,2.03,2.05,2.03,1.9,97,Parmentier P.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.65,2.16,1.66,2.1,2010-09-14,317,Hsieh S.W.,1.75,2.5,1.66,2.39,162,Han X.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.62,2.2,1.57,2.25,2010-09-14,127,Panova A.,1.71,2.4,1.7,2.32,271,Sun S.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2.85,1.4,3.0,1.36,2010-09-14,208,Kim S.J.,3.32,1.46,2.98,1.46,100,Gallovits E.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.43,2.74,1.4,2.75,2010-09-14,80,Morita A.,1.52,3.3,1.52,2.77,140,Namigata J.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.93,1.81,2.0,1.72,2010-09-14,64,Chan Y.J.,2.09,1.91,2.09,1.85,107,Pervak K.,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2.46,1.52,2.5,1.5,2010-09-14,111,Tanasugarn T.,2.75,1.61,2.71,1.54,96,Halep S.,1.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1.47,2.61,1.44,2.62,2010-09-15,60,Amanmuradova A.,1.56,2.81,1.56,2.64,144,Mirza S.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1.96,1.79,2.0,1.72,2010-09-15,101,Zhang S.,2.1,1.85,2.08,1.85,93,Scheepers C.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3.13,1.34,3.4,1.3,2010-09-15,166,Ivanova E.,3.65,1.4,3.62,1.34,103,Kudryavtseva A.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2.76,1.42,2.75,1.4,2010-09-15,162,Han X.,3.0,1.49,2.87,1.49,86,Chang K.C.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1.65,2.15,1.66,2.1,2010-09-15,84,Brianti A.,1.8,2.3,1.8,2.14,106,Camerin M.E.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1.28,3.48,1.25,3.75,2010-09-16,55,Groth J.,1.33,3.85,1.33,3.71,111,Tanasugarn T.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1.55,2.38,1.53,2.37,2010-09-16,80,Morita A.,1.71,2.65,1.64,2.45,100,Gallovits E.,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1.27,3.57,1.25,3.75,2010-09-16,107,Pervak K.,1.33,4.15,1.33,3.73,127,Panova A.,1.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
